what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1564371895755
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1564371955643
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564371958030
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564371962913
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564371963100
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564371968825
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564372002942
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1564372014330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372022318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372044392
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1564372046154
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372052020
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1564372058106
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372071479
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564372125580
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564372132678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372342374
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372355415
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372375571
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1564372378051
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372383573
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372404353
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1564372406147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372406349
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372412777
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372436754
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1564372441873
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372455402
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1564372633507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372639467
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372644412
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1564372646112
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372652976
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1564372658735
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372671515
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564372769827
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1564372812742
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564372823865
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1564372832819
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372842023
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372863083
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1564372865127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372865158
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372874050
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372883003
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1564372883019
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372897734
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564372949994
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564372955968
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564372961834
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372967653
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1564372967746
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564372999123
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564373007266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373018717
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373018842
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564373021728
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1564373023428
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373031322
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373053006
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1564373055096
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373055236
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564373064487
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373071821
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1564373071837
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564373085725
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564373116207
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373136971
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1564373137065
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373157594
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564373173038
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564373185705
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1564373189481
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564373191805
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564373212927
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1564373233691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373238231
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373238340
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564373240399
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1564373244096
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373251850
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373274030
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1564373276089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373276182
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564373285527
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564373292783
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1564373292798
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564373307388
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564375097102
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564375100892
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564375300791
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564375351039
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1564375416965
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1564375418462
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564375447603
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1564375450333
