what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1563453741331
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1563453741352
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1563453741361
os,sysinfo,,,"win32",1563453741363
arch,sysinfo,,,"x86",1563453741363
ws,sysinfo,,,"win32",1563453741363
locale,sysinfo,,,"en_US",1563453741363
processors,sysinfo,,,"8",1563453741363
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1563453741363
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1563453741363
java.specification.name,sysinfo,,,"Java Platform API Specification",1563453741363
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1563453741363
java.specification.version,sysinfo,,,"1.6",1563453741363
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1563453741363
java.version,sysinfo,,,"1.6.0_23",1563453741363
java.vm.info,sysinfo,,,"mixed mode",1563453741363
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1563453741363
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1563453741363
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1563453741363
java.vm.specification.version,sysinfo,,,"1.0",1563453741363
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1563453741363
java.vm.version,sysinfo,,,"19.0-b09",1563453741363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563453745543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563453745697
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563453746343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563453747401
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1563453773487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563453789780
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563453837333
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453839929
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1563453846250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453849000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1563453864325
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453866190
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1563453870381
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1563453878482
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453880955
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453883173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453884616
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453885575
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453886506
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453887288
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453888160
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453889180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453890018
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453891015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453891715
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453892443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453893182
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563453893904
